Ned_ID,IR_detection,id,goal,feedback
Ned2 n.1,1,observe_point,"x = 0.1389, y = 0.0689, z = 0.1544
roll = 2.672, pitch = 1.337, yaw = -2.568","x = 0.1460, y = 0.0619, z = 0.1545
roll = 2.649, pitch = 1.323, yaw = -2.665"
Ned2 n.1,1,reload_point,"[0.4355, -0.124, 0.2217, -0.099, 1.012, -0.076]","x = 0.4332, y = -0.1197, z = 0.2213
roll = -0.095, pitch = 1.042, yaw = -0.057"
Ned2 n.1,1,safe_pickpoint,"[0.2509, -0.1022, 0.2889, 0.141, 1.438, 0.009]","x = 0.2521, y = -0.1006, z = 0.2878
roll = 0.057, pitch = 1.423, yaw = -0.061"
Ned2 n.1,1,pickpoint,"[0.2759, -0.1136, 0.1701, -1.094, 1.383, -1.063]","x = 0.2757, y = -0.1134, z = 0.1754
roll = -1.060, pitch = 1.383, yaw = -1.033"
Ned2 n.1,1,safe_pickpoint,"[0.2509, -0.1022, 0.2889, 0.141, 1.438, 0.009]","x = 0.2534, y = -0.1037, z = 0.2850
roll = 0.024, pitch = 1.428, yaw = -0.108"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2339, y = -0.0627, z = 0.1634
roll = 2.307, pitch = 1.418, yaw = 2.457"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1443, y = 0.0638, z = 0.1543
roll = 2.657, pitch = 1.332, yaw = -2.639"
Ned2 n.1,1,reload_point,"[0.4355, -0.124, 0.2217, -0.099, 1.012, -0.076]","x = 0.4321, y = -0.1167, z = 0.2207
roll = -0.102, pitch = 1.043, yaw = -0.058"
Ned2 n.1,1,safe_pickpoint,"x = 0.2762, y = -0.1166, z = 0.2046
roll = -0.158, pitch = 1.512, yaw = -0.203","x = 0.2767, y = -0.1172, z = 0.2023
roll = -0.324, pitch = 1.502, yaw = -0.367"
Ned2 n.1,1,pickpoint,"x = 0.2777, y = -0.1162, z = 0.1693
roll = -0.850, pitch = 1.416, yaw = -0.819","x = 0.2772, y = -0.1159, z = 0.1702
roll = -0.869, pitch = 1.431, yaw = -0.842"
Ned2 n.1,1,safe_pickpoint,"x = 0.2762, y = -0.1166, z = 0.2046
roll = -0.158, pitch = 1.512, yaw = -0.203","x = 0.2770, y = -0.1170, z = 0.2012
roll = -0.375, pitch = 1.499, yaw = -0.414"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2363, y = -0.0641, z = 0.1652
roll = 2.325, pitch = 1.414, yaw = 2.474"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1432, y = 0.0646, z = 0.1546
roll = 2.656, pitch = 1.325, yaw = -2.632"
Ned2 n.1,1,reload_point,"[0.4355, -0.124, 0.2217, -0.099, 1.012, -0.076]","x = 0.4338, y = -0.1206, z = 0.2207
roll = -0.098, pitch = 1.037, yaw = -0.062"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1389, y = 0.0689, z = 0.1544
roll = 2.667, pitch = 1.339, yaw = -2.572"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1388, y = 0.0690, z = 0.1544
roll = 2.676, pitch = 1.337, yaw = -2.562"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1389, y = 0.0688, z = 0.1544
roll = 2.676, pitch = 1.337, yaw = -2.564"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1389, y = 0.0688, z = 0.1544
roll = 2.676, pitch = 1.337, yaw = -2.564"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1389, y = 0.0688, z = 0.1544
roll = 2.676, pitch = 1.337, yaw = -2.564"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1389, y = 0.0688, z = 0.1544
roll = 2.676, pitch = 1.337, yaw = -2.564"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1389, y = 0.0688, z = 0.1542
roll = 2.676, pitch = 1.336, yaw = -2.564"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2768, y = -0.1170, z = 0.2047
roll = -0.248, pitch = 1.497, yaw = -0.291"
Ned2 n.1,1,pickpoint,"[0.2777, -0.1162, 0.1693, -0.85, 1.416, -0.819]","x = 0.2772, y = -0.1164, z = 0.1714
roll = -0.855, pitch = 1.430, yaw = -0.829"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2768, y = -0.1172, z = 0.2028
roll = -0.328, pitch = 1.498, yaw = -0.369"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2339, y = -0.0627, z = 0.1633
roll = 2.331, pitch = 1.413, yaw = 2.484"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1461, y = 0.0623, z = 0.1545
roll = 2.651, pitch = 1.327, yaw = -2.662"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1387, y = 0.0681, z = 0.1542
roll = 2.664, pitch = 1.325, yaw = -2.586"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1386, y = 0.0688, z = 0.1544
roll = 2.669, pitch = 1.331, yaw = -2.575"
Ned2 n.1,1,reload_point,"[0.4355, -0.124, 0.2217, -0.099, 1.012, -0.076]","x = 0.4331, y = -0.1204, z = 0.2208
roll = -0.098, pitch = 1.038, yaw = -0.062"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2840, y = -0.1187, z = 0.2057
roll = -0.165, pitch = 1.481, yaw = -0.207"
Ned2 n.1,1,pickpoint,"[0.2777, -0.1162, 0.1693, -0.85, 1.416, -0.819]","x = 0.2773, y = -0.1161, z = 0.1700
roll = -0.873, pitch = 1.423, yaw = -0.841"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2773, y = -0.1171, z = 0.2025
roll = -0.390, pitch = 1.492, yaw = -0.427"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2351, y = -0.0634, z = 0.1640
roll = 2.321, pitch = 1.417, yaw = 2.471"
Ned2 n.1,0,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1390, y = 0.0689, z = 0.1544
roll = 2.676, pitch = 1.340, yaw = -2.567"
Ned2 n.1,0,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2772, y = -0.1113, z = 0.2038
roll = -0.265, pitch = 1.502, yaw = -0.283"
Ned2 n.1,0,pickpoint,"[0.2777, -0.1162, 0.1693, -0.85, 1.416, -0.819]","x = 0.2772, y = -0.1159, z = 0.1688
roll = -0.863, pitch = 1.426, yaw = -0.833"
Ned2 n.1,0,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2769, y = -0.1174, z = 0.2031
roll = -0.341, pitch = 1.498, yaw = -0.385"
Ned2 n.1,0,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2333, y = -0.0625, z = 0.1628
roll = 2.329, pitch = 1.410, yaw = 2.484"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1419, y = 0.0655, z = 0.1544
roll = 2.660, pitch = 1.330, yaw = -2.618"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1385, y = 0.0687, z = 0.1544
roll = 2.669, pitch = 1.330, yaw = -2.575"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1385, y = 0.0687, z = 0.1544
roll = 2.667, pitch = 1.330, yaw = -2.575"
Ned2 n.1,1,reload_point,"[0.4355, -0.124, 0.2217, -0.099, 1.012, -0.076]","x = 0.4334, y = -0.1206, z = 0.2209
roll = -0.101, pitch = 1.035, yaw = -0.063"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2772, y = -0.1170, z = 0.2048
roll = -0.200, pitch = 1.491, yaw = -0.244"
Ned2 n.1,1,pickpoint,"[0.2777, -0.1162, 0.1693, -0.85, 1.416, -0.819]","x = 0.2775, y = -0.1165, z = 0.1737
roll = -0.842, pitch = 1.426, yaw = -0.818"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2770, y = -0.1173, z = 0.2048
roll = -0.314, pitch = 1.492, yaw = -0.357"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2376, y = -0.0646, z = 0.1660
roll = 2.309, pitch = 1.428, yaw = 2.455"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1411, y = 0.0694, z = 0.1553
roll = 2.673, pitch = 1.327, yaw = -2.574"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2765, y = -0.1047, z = 0.2028
roll = -0.227, pitch = 1.512, yaw = -0.225"
Ned2 n.1,1,pickpoint,"[0.2777, -0.1162, 0.1693, -0.85, 1.416, -0.819]","x = 0.2770, y = -0.1162, z = 0.1717
roll = -0.840, pitch = 1.434, yaw = -0.817"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2769, y = -0.1170, z = 0.2016
roll = -0.391, pitch = 1.499, yaw = -0.430"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2353, y = -0.0635, z = 0.1645
roll = 2.331, pitch = 1.413, yaw = 2.480"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1387, y = 0.0678, z = 0.1542
roll = 2.665, pitch = 1.324, yaw = -2.588"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1383, y = 0.0687, z = 0.1545
roll = 2.664, pitch = 1.325, yaw = -2.581"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1383, y = 0.0686, z = 0.1545
roll = 2.664, pitch = 1.325, yaw = -2.577"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1383, y = 0.0686, z = 0.1545
roll = 2.664, pitch = 1.325, yaw = -2.577"
Ned2 n.1,1,reload_point,"x = 0.4146, y = -0.1185, z = 0.2212
roll = -0.649, pitch = 1.311, yaw = -0.599","x = 0.4137, y = -0.1155, z = 0.2213
roll = -0.651, pitch = 1.305, yaw = -0.588"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2798, y = -0.1180, z = 0.2048
roll = -0.292, pitch = 1.516, yaw = -0.334"
Ned2 n.1,1,pickpoint,"[0.2777, -0.1162, 0.1693, -0.85, 1.416, -0.819]","x = 0.2776, y = -0.1160, z = 0.1714
roll = -0.845, pitch = 1.426, yaw = -0.817"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2767, y = -0.1171, z = 0.2047
roll = -0.276, pitch = 1.499, yaw = -0.321"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2391, y = -0.0662, z = 0.1672
roll = 2.292, pitch = 1.433, yaw = 2.433"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1447, y = 0.0634, z = 0.1545
roll = 2.656, pitch = 1.332, yaw = -2.642"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1385, y = 0.0688, z = 0.1544
roll = 2.661, pitch = 1.330, yaw = -2.580"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1385, y = 0.0688, z = 0.1544
roll = 2.662, pitch = 1.330, yaw = -2.580"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1385, y = 0.0688, z = 0.1544
roll = 2.664, pitch = 1.330, yaw = -2.580"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1400, y = 0.0682, z = 0.1542
roll = 2.676, pitch = 1.350, yaw = -2.581"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2769, y = -0.1161, z = 0.2047
roll = -0.244, pitch = 1.504, yaw = -0.278"
Ned2 n.1,1,pickpoint,"[0.2777, -0.1162, 0.1693, -0.85, 1.416, -0.819]","x = 0.2771, y = -0.1159, z = 0.1706
roll = -0.875, pitch = 1.432, yaw = -0.848"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2768, y = -0.1173, z = 0.2031
roll = -0.344, pitch = 1.501, yaw = -0.384"
Ned2 n.1,1,Conveyor starting point,"x = 0.2018, y = -0.0165, z = 0.1581
roll = -3.075, pitch = 1.453, yaw = -3.067","x = 0.2089, y = -0.0201, z = 0.1620
roll = -3.111, pitch = 1.459, yaw = -3.107"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1406, y = 0.0677, z = 0.1544
roll = 2.677, pitch = 1.351, yaw = -2.580"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1394, y = 0.0692, z = 0.1544
roll = 2.672, pitch = 1.350, yaw = -2.569"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1394, y = 0.0692, z = 0.1544
roll = 2.676, pitch = 1.350, yaw = -2.564"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1394, y = 0.0691, z = 0.1544
roll = 2.675, pitch = 1.348, yaw = -2.564"
Ned2 n.1,1,reload_point,"[0.4146, -0.1185, 0.2212, -0.649, 1.311, -0.599]","x = 0.4150, y = -0.1179, z = 0.2216
roll = -0.648, pitch = 1.302, yaw = -0.590"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2776, y = -0.1168, z = 0.2044
roll = -0.184, pitch = 1.523, yaw = -0.226"
Ned2 n.1,1,pickpoint,"[0.2777, -0.1162, 0.1693, -0.85, 1.416, -0.819]","x = 0.2772, y = -0.1159, z = 0.1691
roll = -0.866, pitch = 1.429, yaw = -0.839"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2765, y = -0.1170, z = 0.2039
roll = -0.292, pitch = 1.502, yaw = -0.334"
Ned2 n.1,1,Conveyor starting point,"x = 0.2018, y = -0.0165, z = 0.1581
roll = -3.075, pitch = 1.453, yaw = -3.067","x = 0.2064, y = -0.0187, z = 0.1607
roll = -3.100, pitch = 1.452, yaw = -3.092"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1396, y = 0.0691, z = 0.1544
roll = 2.671, pitch = 1.351, yaw = -2.574"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1395, y = 0.0692, z = 0.1544
roll = 2.674, pitch = 1.351, yaw = -2.568"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1395, y = 0.0692, z = 0.1544
roll = 2.673, pitch = 1.351, yaw = -2.568"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1394, y = 0.0691, z = 0.1544
roll = 2.679, pitch = 1.348, yaw = -2.560"
Ned2 n.1,1,reload_point,"[0.4146, -0.1185, 0.2212, -0.649, 1.311, -0.599]","x = 0.4146, y = -0.1177, z = 0.2218
roll = -0.635, pitch = 1.301, yaw = -0.579"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2801, y = -0.1179, z = 0.2052
roll = -0.201, pitch = 1.525, yaw = -0.243"
Ned2 n.1,1,pickpoint,"[0.2777, -0.1162, 0.1693, -0.85, 1.416, -0.819]","x = 0.2773, y = -0.1160, z = 0.1713
roll = -0.864, pitch = 1.431, yaw = -0.839"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2771, y = -0.1170, z = 0.2019
roll = -0.374, pitch = 1.498, yaw = -0.414"
Ned2 n.1,1,Conveyor starting point,"x = 0.2018, y = -0.0165, z = 0.1581
roll = -3.075, pitch = 1.453, yaw = -3.067","x = 0.2117, y = -0.0217, z = 0.1634
roll = -3.094, pitch = 1.468, yaw = -3.091"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1406, y = 0.0676, z = 0.1544
roll = 2.681, pitch = 1.351, yaw = -2.575"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1394, y = 0.0692, z = 0.1544
roll = 2.677, pitch = 1.350, yaw = -2.564"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1394, y = 0.0692, z = 0.1544
roll = 2.677, pitch = 1.350, yaw = -2.564"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1394, y = 0.0692, z = 0.1544
roll = 2.679, pitch = 1.350, yaw = -2.564"
Ned2 n.1,1,reload_point,"[0.4146, -0.1185, 0.2212, -0.649, 1.311, -0.599]","x = 0.4142, y = -0.1176, z = 0.2213
roll = -0.644, pitch = 1.304, yaw = -0.587"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2789, y = -0.1175, z = 0.2047
roll = -0.238, pitch = 1.521, yaw = -0.282"
Ned2 n.1,1,pickpoint,"[0.2777, -0.1162, 0.1693, -0.85, 1.416, -0.819]","x = 0.2772, y = -0.1160, z = 0.1691
roll = -0.873, pitch = 1.428, yaw = -0.845"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2768, y = -0.1172, z = 0.2035
roll = -0.313, pitch = 1.499, yaw = -0.352"
Ned2 n.1,1,Conveyor starting point,"x = 0.2018, y = -0.0165, z = 0.1581
roll = -3.075, pitch = 1.453, yaw = -3.067","x = 0.2058, y = -0.0183, z = 0.1605
roll = -3.116, pitch = 1.452, yaw = -3.107"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1415, y = 0.0670, z = 0.1544
roll = 2.690, pitch = 1.356, yaw = -2.580"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1396, y = 0.0692, z = 0.1544
roll = 2.680, pitch = 1.353, yaw = -2.563"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1395, y = 0.0692, z = 0.1542
roll = 2.679, pitch = 1.350, yaw = -2.564"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1395, y = 0.0692, z = 0.1544
roll = 2.679, pitch = 1.351, yaw = -2.563"
Ned2 n.1,1,reload_point,"[0.4146, -0.1185, 0.2212, -0.649, 1.311, -0.599]","x = 0.4145, y = -0.1178, z = 0.2215
roll = -0.644, pitch = 1.300, yaw = -0.587"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2781, y = -0.1171, z = 0.2046
roll = -0.211, pitch = 1.522, yaw = -0.254"
Ned2 n.1,1,pickpoint,"[0.2777, -0.1162, 0.1693, -0.85, 1.416, -0.819]","x = 0.2774, y = -0.1160, z = 0.1691
roll = -0.856, pitch = 1.424, yaw = -0.829"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2768, y = -0.1173, z = 0.2031
roll = -0.343, pitch = 1.499, yaw = -0.384"
Ned2 n.1,1,Conveyor starting point,"x = 0.2018, y = -0.0165, z = 0.1581
roll = -3.075, pitch = 1.453, yaw = -3.067","x = 0.2066, y = -0.0187, z = 0.1607
roll = -3.095, pitch = 1.456, yaw = -3.087"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1427, y = 0.0654, z = 0.1544
roll = 2.700, pitch = 1.356, yaw = -2.587"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1396, y = 0.0692, z = 0.1544
roll = 2.684, pitch = 1.354, yaw = -2.557"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1396, y = 0.0692, z = 0.1544
roll = 2.683, pitch = 1.354, yaw = -2.557"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1396, y = 0.0692, z = 0.1544
roll = 2.681, pitch = 1.353, yaw = -2.558"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2768, y = -0.1168, z = 0.2047
roll = -0.192, pitch = 1.500, yaw = -0.238"
Ned2 n.1,1,pickpoint,"[0.2777, -0.1162, 0.1693, -0.85, 1.416, -0.819]","x = 0.2770, y = -0.1162, z = 0.1789
roll = -0.787, pitch = 1.413, yaw = -0.769"
Ned2 n.1,1,safe_pickpoint,"[0.2762, -0.1166, 0.2046, -0.158, 1.512, -0.203]","x = 0.2765, y = -0.1168, z = 0.2051
roll = -0.204, pitch = 1.502, yaw = -0.251"
Ned2 n.1,1,Conveyor starting point,"[0.2018, -0.0165, 0.1581, -3.075, 1.453, -3.067]","x = 0.2029, y = -0.0168, z = 0.1590
roll = -3.111, pitch = 1.447, yaw = -3.106"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1404, y = 0.0685, z = 0.1546
roll = 2.694, pitch = 1.355, yaw = -2.552"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1397, y = 0.0691, z = 0.1544
roll = 2.700, pitch = 1.354, yaw = -2.537"
Ned2 n.1,1,reload_point,"[0.4146, -0.1185, 0.2212, -0.649, 1.311, -0.599]","x = 0.4208, y = -0.0934, z = 0.2214
roll = -0.621, pitch = 1.312, yaw = -0.514"
Ned2 n.1,1,safe_pickpoint,"x = 0.2873, y = -0.1193, z = 0.2540
roll = -0.098, pitch = 1.429, yaw = -0.089","x = 0.2879, y = -0.1199, z = 0.2507
roll = -0.158, pitch = 1.418, yaw = -0.150"
Ned2 n.1,1,pickpoint,"x = 0.2826, y = -0.1256, z = 0.1815
roll = -0.494, pitch = 1.293, yaw = -0.486","x = 0.2825, y = -0.1255, z = 0.1820
roll = -0.488, pitch = 1.301, yaw = -0.481"
Ned2 n.1,1,safe_pickpoint,"x = 0.2873, y = -0.1193, z = 0.2540
roll = -0.098, pitch = 1.429, yaw = -0.089","x = 0.2879, y = -0.1199, z = 0.2510
roll = -0.162, pitch = 1.420, yaw = -0.155"
Ned2 n.1,1,Conveyor starting point,"[0.2018, -0.0165, 0.1581, -3.075, 1.453, -3.067]","x = 0.2125, y = -0.0202, z = 0.1658
roll = -3.071, pitch = 1.480, yaw = -3.064"
Ned2 n.1,0,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1414, y = 0.0671, z = 0.1544
roll = 2.703, pitch = 1.354, yaw = -2.559"
Ned2 n.1,0,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1397, y = 0.0691, z = 0.1544
roll = 2.695, pitch = 1.354, yaw = -2.542"
Ned2 n.1,0,reload_point,"x = 0.4281, y = -0.1278, z = 0.2420
roll = -0.184, pitch = 0.940, yaw = -0.175","x = 0.4273, y = -0.1267, z = 0.2412
roll = -0.179, pitch = 0.959, yaw = -0.164"
Ned2 n.1,0,safe_pickpoint,"x = 0.2873, y = -0.1193, z = 0.2540
roll = -0.098, pitch = 1.429, yaw = -0.089","x = 0.2843, y = -0.1154, z = 0.2482
roll = -0.124, pitch = 1.441, yaw = -0.115"
Ned2 n.1,0,pickpoint,"x = 0.2826, y = -0.1256, z = 0.1815
roll = -0.494, pitch = 1.293, yaw = -0.486","x = 0.2825, y = -0.1255, z = 0.1815
roll = -0.493, pitch = 1.302, yaw = -0.484"
Ned2 n.1,0,safe_pickpoint,"x = 0.2873, y = -0.1193, z = 0.2540
roll = -0.098, pitch = 1.429, yaw = -0.089","x = 0.2878, y = -0.1204, z = 0.2502
roll = -0.173, pitch = 1.421, yaw = -0.165"
Ned2 n.1,0,Conveyor starting point,"x = 0.2231, y = -0.0352, z = 0.1911
roll = -2.783, pitch = 1.512, yaw = -2.771","x = 0.2293, y = -0.0381, z = 0.1964
roll = -2.776, pitch = 1.522, yaw = -2.763"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1439, y = 0.0640, z = 0.1558
roll = 2.700, pitch = 1.332, yaw = -2.596"
Ned2 n.1,1,observe_point,"[0.1389, 0.0689, 0.1544, 2.672, 1.337, -2.568]","x = 0.1391, y = 0.0686, z = 0.1544
roll = 2.706, pitch = 1.338, yaw = -2.530"
Ned2 n.1,1,reload_point,"x = 0.4281, y = -0.1278, z = 0.2420
roll = -0.184, pitch = 0.940, yaw = -0.175","x = 0.4269, y = -0.1267, z = 0.2415
roll = -0.188, pitch = 0.955, yaw = -0.171"
Ned2 n.1,1,safe_pickpoint,"[0.2873, -0.1193, 0.254, -0.098, 1.429, -0.089]","x = 0.2883, y = -0.1198, z = 0.2543
roll = -0.142, pitch = 1.407, yaw = -0.136"
Ned2 n.1,1,pickpoint,"[0.2826, -0.1256, 0.1815, -0.494, 1.293, -0.486]","x = 0.2828, y = -0.1251, z = 0.1846
roll = -0.477, pitch = 1.303, yaw = -0.472"
